"Metier","J.aime.faire.des.experiences","J.aime.organiser..gerer","Je.suis.branche.high.tech","Enqueter..analyser.l.information..je.veux.en.faire.mon.travail","J.ai.le.sens.du.contact","J.aimerais.informer..communiquer","J.aime.bouger","J.aime.la.nature","Je.reve.d.un.metier.artistique","J.ai.la.bosse.du.commerce","J.aime.jongler.avec.les.chiffres","Je.veux.etre.aux.commandes","Je.veux.proteger.la.planete","Je.veux.travailler.de.mes.mains","Reparer..bricoler..j.adore.ca","J.aimerais.travailler.dehors","J.aime.les.sensations.fortes","Je.veux.etre.utile.aux.autres","Je.veux.faire.respecter.la.loi","Je.veux.m.occuper.d.animaux","Ma.vocation.est.de.soigner","Je.reve.de.travailler.a.l.etranger","Je.suis.fort.en.langues","J.aime.le.contact.avec.les.enfants","Le.sport.est.ma.passion","Chimie...Plasturgie...Industrie.pharmaceutique","Environnement","Fonction.publique","Commerce...Distribution","Communication...Publicite","Agriculture","Audit...Conseil...Ressources.humaines","Banque...Assurances....Immobilier","Architecture...BTP","Presse...Edition...imprimerie","Automobile","Construction.navale..ferroviaire.et.aeronautique","Electronique...Electrotechnique","Maintenance...Entretien","Telecommunications","Transport...Logistique","Mecanique...Metallurgie","Recherche","Culture...Patrimoine...Artisanat.d.art","Sport...Loisirs...Tourisme","Armee...Securite","Arts.du.spectacle...Audiovisuel","Sante...Social...Bien.etre","Agro.alimentaire","Energies.et.extraction","Enseignement...Formations","Hotellerie...Restauration","Informatique","Droit...Justice","Mode.et.industrie.textile","Bois...Meubles...Papier...Carton","Verre...Beton...Ceramique","bac...5","CAP.ou.equivalent","bac...3","bac...2","bac.ou.equivalent","bac...8","bac...4","sans.diplome","diplome.national.du.brevet","bac...6","bac...9.et.plus","X3e","bac...7","Statut.salarie","Statut.artisan","Statut.fonctionnaire","Liberal","Independant","Militaire","Intermittent.du.spectacle","Saisonnier","Contrat.de.volontariat","Salaire.debutant","diplome","diplome_num","X1","X2","km_cluster","cut_ward","cut_complete","jobs_id","ap_clusters"
"glaciologue",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2200,"bac...5",9,-28.9934488673753,1.22013546431735,14,29,32,"236",8
"gouvernant / gouvernante",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,"bac.ou.equivalent",4,-2.2795412978475,23.2919961120774,33,7,6,"237",12
"graphiste",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2050,"bac...2",6,10.972430649121,32.2142859084598,5,27,17,"238",5
"greffier / greffière",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1700,"bac...2",6,-17.7192479432112,-34.065975515581,36,17,11,"239",1
"grutier / grutière",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,22.0608438066836,20.7249135016438,3,16,10,"240",2
"guichetier / guichetière",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,-2.38606193572193,7.13118340276634,1,5,4,"241",3
"guide de haute montagne",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2500,"bac...3",7,-8.28615186098249,26.4836959344668,9,29,10,"242",6
"halieute",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2024,"bac...5",9,-36.8239921412941,-3.5995709345434,27,15,9,"243",7
"histologiste",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2500,"bac...5",9,-37.0371926034463,-5.44466591145223,34,26,8,"244",7
"horloger / horlogère",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,36.8147560326787,18.0620242664605,26,23,7,"245",2
"horticulteur / horticultrice",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1466,"CAP.ou.equivalent",3,-17.6202152422851,32.7072419270928,14,29,14,"246",6
"hot liner",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1500,"bac...2",6,13.2993706845334,-0.0266234843317397,16,9,4,"247",9
"huissier / huissière de justice",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2500,"bac...5",9,-0.608944688739587,-30.3269450949426,36,17,11,"248",1
"hydraulicien / hydraulicienne",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,-15.719811203618,-10.366130741716,28,35,9,"249",4
"hydrogéologue",0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,"bac...5",9,-27.0552572413637,0.820086475334359,35,29,33,"250",8
"hydrologue",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,"bac...5",9,-23.6941437715679,-0.658423017473771,28,29,10,"251",8
"hôte / hôtesse d'accueil",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,-1.45923949844711,19.7154383988508,33,2,5,"252",12
"hôtesse de l'air / steward",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1500,"bac.ou.equivalent",4,2.89079608840765,18.3306110023598,33,2,2,"253",12
"iconographe",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1500,"bac...2",6,10.1833085817151,34.9311692183064,29,1,4,"254",5
"illustrateur / illustratrice",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1466,"bac...2",6,9.96243839857514,31.3619390141014,5,27,17,"255",5
"infirmier / infirmière",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1551,"bac...3",7,-30.5078832944409,-31.978587423699,39,22,13,"256",11
"infirmier / infirmière humanitaire",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1675,"bac...3",7,-30.1926230214195,-38.0431610297789,39,19,34,"257",11
"informaticien industriel / informaticienne industrielle",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac...2",6,22.5997577933063,2.06901497627015,32,30,19,"258",10
"ingénieur / ingénieure R&amp;D en énergies renouvelables",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2500,"bac...5",9,-31.8152946789002,-4.51205073827171,19,38,19,"259",7
"ingénieur / ingénieure analyste de l'air",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,"bac...5",9,-31.3861215250958,-9.83057702498868,16,18,12,"260",7
"ingénieur / ingénieure brevets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,3.09557263895036,-17.5486185140852,33,2,4,"261",9
"ingénieur / ingénieure calcul",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800,"bac...5",9,25.7272378227081,-16.7237385294343,21,8,35,"262",9
"ingénieur / ingénieure chimiste",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800,"bac...5",9,16.1260716392991,-17.3108163533031,19,38,19,"263",9
"ingénieur / ingénieure chimiste en développement analytique",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2950,"bac...5",9,17.1940218153589,-17.7132181250976,19,38,19,"264",9
"ingénieur / ingénieure cloud computing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3300,"bac...5",9,8.67121660205069,-4.05786631374381,16,6,4,"265",9
"ingénieur / ingénieure combustion et brûleurs",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,13.8363545904658,-13.2530309078602,32,39,19,"266",9
"ingénieur / ingénieure d'affaires en génie électrique",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2600,"bac...5",9,5.31863053335376,3.75015085757884,25,3,3,"267",3
"ingénieur / ingénieure d'application",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2300,"bac...5",9,-5.29634503816,-6.68931299157861,16,14,2,"268",3
"ingénieur / ingénieure d'études en sûreté nucléaire",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,14.1396856228078,-11.455437144524,32,30,19,"269",9
"ingénieur / ingénieure de la police technique et scientifique",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2246,"bac...5",9,-24.3749429490365,-13.8015279013556,29,1,4,"270",4
"ingénieur / ingénieure de maintenance industrielle",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2600,"bac...5",9,15.9437597679341,-13.7274999112697,32,39,19,"271",9
"ingénieur / ingénieure de recherche clinique et épidémiologique",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,"bac...5",9,-36.8362852232077,-7.07598369907346,19,11,2,"272",7
"ingénieur / ingénieure du BTP",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2700,"bac...5",9,6.41695929565483,-10.4788468005201,16,35,2,"273",9
"ingénieur / ingénieure du son",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1443,"bac...2",6,13.3854639589358,36.6011970223955,5,27,17,"274",5
"ingénieur / ingénieure efficacité énergétique du bâtiment",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,-12.541153491867,-2.35836435647604,28,14,9,"275",3
"ingénieur / ingénieure électricien / électricienne",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3200,"bac...5",9,16.1240626358076,-16.0234023512932,19,38,19,"276",9
"ingénieur / ingénieure en aéronautique",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800,"bac...5",9,19.3267888511574,-17.0555112405645,19,38,19,"277",9
"ingénieur / ingénieure en automatismes",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800,"bac...5",9,14.7486826246168,-17.5525912943215,19,38,19,"278",9
"ingénieur / ingénieure en caractérisation des matériaux",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800,"bac...5",9,12.0175281386138,-20.157158833891,19,11,2,"279",9
"ingénieur / ingénieure en construction automobile",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3000,"bac...5",9,17.4744160042878,-13.3206411077606,32,39,19,"280",9
"ingénieur / ingénieure en construction navale",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2100,"bac...5",9,19.378809967264,-18.3189299530945,19,10,7,"281",9
"ingénieur / ingénieure en électronique numérique",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2080,"bac...5",9,14.6625204030528,-18.6347491475372,19,38,19,"282",9
"ingénieur / ingénieure en énergie solaire",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2800,"bac...5",9,-32.1654262375691,-4.28579575625674,19,11,8,"283",7
"ingénieur / ingénieure en fonderie",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2833,"bac...5",9,9.69109381738063,-15.6237193303096,16,18,12,"284",9
"ingénieur / ingénieure en génie climatique",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,-15.5487946886923,7.28425062063953,19,38,19,"285",8
"ingénieur / ingénieure en imagerie médicale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,"bac...5",9,-34.4448485220484,-6.58717598792357,16,6,4,"286",7
"ingénieur / ingénieure en mécanique",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500,"bac...5",9,23.9416356937483,-18.8131889855626,19,38,19,"287",9
"ingénieur / ingénieure en métrologie",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,"bac...5",9,15.8134688534216,-19.1499122672797,19,38,19,"288",9
"ingénieur / ingénieure en production et expérimentations végétales",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2307,"bac...5",9,-33.9704441820687,-1.24519936674764,19,11,2,"289",7
"ingénieur / ingénieure environnement",0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2270,"bac...5",9,-16.7262950687307,-1.3702286846707,28,14,9,"290",8
"ingénieur / ingénieure environnement et risques industriels",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2300,"bac...5",9,3.98384424553235,-18.7318257414019,27,15,9,"291",9
"ingénieur / ingénieure essais",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2900,"bac...5",9,21.2454382083583,-15.1241257409384,32,39,19,"292",9
"ingénieur / ingénieure études et développement en logiciels de simulation",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3500,"bac...5",9,19.6703555260922,-14.8773452270055,32,39,19,"293",9
"ingénieur / ingénieure fluides, énergies, réseaux, environnement",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2500,"bac...5",9,-17.8231805712559,-4.77328684209709,27,15,9,"294",8
"ingénieur / ingénieure forage",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2900,"bac...5",9,9.64699095350994,-11.9282004800456,20,7,6,"295",9
